dataset,specialty,language,conversation_id,wer,similarity,bleu,medical_term_accuracy,speaker_accuracy
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_6_followup,0.27751196172248804,0.5783938814531548,0.5783938814531548,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_2_consultation,0.1419753086419753,0.922564529558701,0.922564529558701,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_2_followup,0.19285714285714287,0.4165795889933821,0.4165795889933821,0.6666666666666666,0.0
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_5_followup,0.12598425196850394,0.9288476411446249,0.9288476411446249,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_6_consultation,0.17982456140350878,0.9016666666666666,0.9016666666666666,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_1_followup,0.2971698113207547,0.7708649468892261,0.7708649468892261,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_3_consultation,0.15522388059701492,0.89568345323741,0.89568345323741,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_5_consultation,0.1910569105691057,0.8444444444444444,0.8444444444444444,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_10_consultation,0.21428571428571427,0.05180921052631579,0.05180921052631579,0.75,0.0
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_8_followup,0.19636363636363635,0.11295446523120367,0.11295446523120367,0.75,0.0
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_4_consultation,0.17914438502673796,0.8994627782041443,0.8994627782041443,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,en-CA,gp_1_consultation,0.18100890207715134,0.41082989994114183,0.41082989994114183,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_8_consultation,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_9_followup,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_9_consultation,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_10_followup,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_4_followup,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_3_followup,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_7_followup,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_7_consultation,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_6_followup,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_2_consultation,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_2_followup,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_5_followup,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_6_consultation,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_1_followup,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_3_consultation,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_5_consultation,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_10_consultation,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_8_followup,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_4_consultation,0.0,1.0,1.0,1.0,0.0
data-med noisy-Azure for French-Nova for English,gp,fr-CA,gp_1_consultation,0.0,1.0,1.0,1.0,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_8_consultation,0.6835820895522388,0.42318164138467523,0.42318164138467523,0.2,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_9_followup,0.4790697674418605,0.64859228362878,0.64859228362878,0.0,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_9_consultation,0.5862068965517241,0.4732682473268247,0.4732682473268247,0.16666666666666666,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_10_followup,0.5308056872037915,0.5697297297297297,0.5697297297297297,0.2857142857142857,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_4_followup,0.6313993174061433,0.5407470288624788,0.5407470288624788,0.2,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_7_followup,0.5304347826086957,0.6240681576144835,0.6240681576144835,0.0,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_10_consultation,0.6454849498327759,0.4914004914004914,0.4914004914004914,0.5454545454545454,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_3_followup,0.5118483412322274,0.6537634408602151,0.6537634408602151,0.4,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_2_followup,0.5604838709677419,0.5769046478198371,0.5769046478198371,0.5,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_6_followup,0.4585365853658537,0.6966538672517828,0.6966538672517828,0.6666666666666666,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_7_consultation,0.5714285714285714,0.5844097995545657,0.5844097995545657,0.5,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_2_consultation,0.6116207951070336,0.45591739475774423,0.45591739475774423,0.0,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_6_consultation,0.6132404181184669,0.5345744680851063,0.5345744680851063,0.0,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_1_followup,0.49107142857142855,0.6149193548387096,0.6149193548387096,0.2,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_5_followup,0.5719557195571956,0.611214953271028,0.611214953271028,0.4,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_3_consultation,0.6340579710144928,0.4245409762651142,0.4245409762651142,0.375,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_5_consultation,0.6738461538461539,0.49158512720156555,0.49158512720156555,0.42857142857142855,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_4_consultation,0.6601941747572816,0.4903490759753593,0.4903490759753593,0.0,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_8_followup,0.5155555555555555,0.6551197147223637,0.6551197147223637,0.3333333333333333,0.0
data-med-Azure for English-Nova for French,cardiology,en-CA,cardiology_1_consultation,0.7064676616915423,0.40480961923847697,0.40480961923847697,0.0,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_8_consultation,0.46808510638297873,0.6742756804214223,0.6742756804214223,0.42857142857142855,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_9_followup,0.5676691729323309,0.5888845092629089,0.5888845092629089,1.0,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_9_consultation,0.5044776119402985,0.6590558469608145,0.6590558469608145,0.6666666666666666,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_10_followup,0.45454545454545453,0.621492128678987,0.621492128678987,0.5,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_4_followup,0.24858757062146894,0.5621621621621622,0.5621621621621622,1.0,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_7_followup,0.555956678700361,0.5485021398002853,0.5485021398002853,0.3333333333333333,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_10_consultation,0.24561403508771928,0.8033648790746583,0.8033648790746583,0.75,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_3_followup,0.4787234042553192,0.4211212516297262,0.4211212516297262,0.6666666666666666,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_2_followup,0.45357142857142857,0.6593255333792154,0.6593255333792154,1.0,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_6_followup,0.47619047619047616,0.6622971285892634,0.6622971285892634,0.25,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_7_consultation,0.4355400696864111,0.6779336734693877,0.6779336734693877,1.0,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_2_consultation,0.4134366925064599,0.728834975991913,0.728834975991913,0.75,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_6_consultation,0.40399002493765584,0.6929205554290917,0.6929205554290917,0.5555555555555556,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_1_followup,0.2265193370165746,0.8734613490891187,0.8734613490891187,1.0,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_5_followup,0.4603174603174603,0.6774774774774774,0.6774774774774774,0.6,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_3_consultation,0.3734015345268542,0.28624449083739273,0.28624449083739273,0.8333333333333334,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_5_consultation,0.3577981651376147,0.763152243933863,0.763152243933863,1.0,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_4_consultation,0.20555555555555555,0.6493265211333024,0.6493265211333024,0.8571428571428571,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_8_followup,0.4778156996587031,0.6524725274725275,0.6524725274725275,0.25,0.0
data-med-Azure for English-Nova for French,cardiology,fr-CA,cardiology_1_consultation,0.21818181818181817,0.553421368547419,0.553421368547419,0.8571428571428571,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_8_consultation,0.6020066889632107,0.5075268817204301,0.5075268817204301,0.25,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_9_followup,0.5809859154929577,0.5877623939258597,0.5877623939258597,0.0,0.0
data-med-Azure for English-Nova for French,gp,en-CA,gp_9_consultation,0.6902887139107612,0.46536412078152756,0.46536412078152756,0.0,0.0
